Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Nihon Animator Mihonichi                                                                             - 7.51  - 35 episode(s)      - 7 min. per ep.        - Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural                                                                  - https://myanimelist.net/anime/28149
Nihonichi Momotarou                                                                                  - 5.48  - 1 episode(s)       - 11 min.               - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/5632
Niji ni Mukatte                                                                                      - 5.57  - 1 episode(s)       - 18 min.               - Romance, Historical                                                                                                                                            - https://myanimelist.net/anime/4218
Nijiiro no Fushigina Ishi                                                                            - 1.00  - 1 episode(s)       - 15 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/36324
Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru                                                          - 4.00  - 5 episode(s)       - 1 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/37144
Nineko Gelée                                                                                         - 5.28  - Unknown episode(s) - 6 min.                - Fantasy, Music                                                                                                                                                 - https://myanimelist.net/anime/33914
Ningen Doubutsuen                                                                                    - 2.75  - 1 episode(s)       - 2 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/6953
Ninja Bear                                                                                           - N/A   - Unknown episode(s) - Unknown               - Comedy, School                                                                                                                                                 - https://myanimelist.net/anime/34264
Ninja Mono                                                                                           - 5.87  - 2 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Shounen, Supernatural                                                                                                                       - https://myanimelist.net/anime/1440
Ninja Senshi Tobikage                                                                                - 7.32  - 43 episode(s)      - 24 min. per ep.       - Adventure, Mecha, Sci-Fi, Shounen, Space                                                                                                                       - https://myanimelist.net/anime/3059
Ninja Tamamaru: Toukaidou Gojuusan-ji                                                                - 9.50  - 26 episode(s)      - 5 min. per ep.        - Kids, Martial Arts                                                                                                                                             - https://myanimelist.net/anime/35108
Ninja Tamamaru                                                                                       - 6.33  - 26 episode(s)      - 5 min. per ep.        - Kids, Martial Arts                                                                                                                                             - https://myanimelist.net/anime/35106
Ninjutsu Hinotama Kozou: Edo no Maki                                                                 - 3.96  - 1 episode(s)       - 1 min.                - Action                                                                                                                                                         - https://myanimelist.net/anime/6833
Nirvana                                                                                              - 7.03  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/32468
Nishio no Yatsuzou                                                                                   - N/A   - 1 episode(s)       - 15 sec.               - Samurai                                                                                                                                                        - https://myanimelist.net/anime/36583
Nishitesu CMs                                                                                        - N/A   - 2 episode(s)       - 1 min. per ep.        - Cars, Slice of Life                                                                                                                                            - https://myanimelist.net/anime/37142
Nisou no Kuzu                                                                                        - 5.09  - 1 episode(s)       - 7 min.                - Psychological                                                                                                                                                  - https://myanimelist.net/anime/23053
Nissin no Donbei x Kemono Friends                                                                    - 6.39  - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/36339
Nobara (OVA)                                                                                         - 4.50  - 1 episode(s)       - 11 min.               - Historical, Kids                                                                                                                                               - https://myanimelist.net/anime/35059
Noein: Mou Hitori no Kimi e                                                                          - 7.71  - 24 episode(s)      - 25 min. per ep.       - Adventure, Drama, Sci-Fi, Slice of Life                                                                                                                        - https://myanimelist.net/anime/584
Noir                                                                                                 - 7.39  - 26 episode(s)      - 24 min. per ep.       - Action, Mystery, Drama                                                                                                                                         - https://myanimelist.net/anime/272
Nonsense Monogatari Dai Ippen: Sarugashima                                                           - 5.50  - 1 episode(s)       - 27 min.               - Adventure                                                                                                                                                      - https://myanimelist.net/anime/28695
Norageki!                                                                                            - 6.25  - 1 episode(s)       - 24 min.               - Mystery, Sci-Fi, Space                                                                                                                                         - https://myanimelist.net/anime/9782
Norasco (Movie)                                                                                      - 6.00  - Unknown episode(s) - 2 min.                - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/34092
Norasco (TV)                                                                                         - 4.88  - 43 episode(s)      - 2 min. per ep.        - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/31019
Norasco Specials                                                                                     - 6.00  - 6 episode(s)       - 2 min. per ep.        - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/34091
Norasco: Cinema Point Card-hen                                                                       - 6.56  - 10 episode(s)      - 1 min. per ep.        - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/31020
Norimono Oukoku BuBu ChaCha                                                                          - 6.90  - 26 episode(s)      - 20 min. per ep.       - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/4054
Noroma na Jiji                                                                                       - 6.55  - 1 episode(s)       - 5 min.                - Historical                                                                                                                                                     - https://myanimelist.net/anime/28689
Nouryou Anime: Denkyuu Ika Matsuri                                                                   - 4.74  - 1 episode(s)       - 5 min.                - Psychological, Dementia, Horror                                                                                                                                - https://myanimelist.net/anime/30659
Nowhereland                                                                                          - 4.86  - 1 episode(s)       - 3 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36158
Nowisee                                                                                              - 6.79  - 24 episode(s)      - 4 min. per ep.        - Music                                                                                                                                                          - https://myanimelist.net/anime/32633
Nude Batter Tetsuo                                                                                   - 4.63  - 1 episode(s)       - 4 min.                - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/33283
Nukko.                                                                                               - 5.50  - 24 episode(s)      - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/22585
Numa no Taishou                                                                                      - 5.17  - 1 episode(s)       - 7 min.                - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/28049
Nurse Witch Komugi-chan Magikarte Special                                                            - 6.55  - 1 episode(s)       - 27 min.               - Comedy, Magic, Parody                                                                                                                                          - https://myanimelist.net/anime/920
Nurse Witch Komugi-chan Magikarte Z Special                                                          - 5.71  - 1 episode(s)       - 4 min.                - Comedy, Parody                                                                                                                                                 - https://myanimelist.net/anime/10520
Nurse Witch Komugi-chan Magikarte Z                                                                  - 6.79  - 2 episode(s)       - 24 min. per ep.       - Comedy, Magic, Parody                                                                                                                                          - https://myanimelist.net/anime/921
Nurse Witch Komugi-chan Magikarte                                                                    - 6.73  - 5 episode(s)       - 24 min. per ep.       - Comedy, Magic, Parody                                                                                                                                          - https://myanimelist.net/anime/615
Nurse Witch Komugi-chan R                                                                            - 6.00  - 12 episode(s)      - 22 min. per ep.       - Comedy, Magic, Parody                                                                                                                                          - https://myanimelist.net/anime/31890
Nyago Dance                                                                                          - 3.18  - 1 episode(s)       - 3 min.                - Kids                                                                                                                                                           - https://myanimelist.net/anime/35747
Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou                                    - 5.48  - 1 episode(s)       - 6 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/31166
Nyancos: Hello! Our Brilliant Future Digest                                                          - 2.82  - 1 episode(s)       - 4 min.                - Sci-Fi, Space                                                                                                                                                  - https://myanimelist.net/anime/33422
Nyancos: Hello! Our Brilliant Future                                                                 - 3.56  - 1 episode(s)       - 25 min.               - Sci-Fi, Space                                                                                                                                                  - https://myanimelist.net/anime/33176
Nyanfuru                                                                                             - 5.85  - Unknown episode(s) - 1 min.                - Comedy, Music                                                                                                                                                  - https://myanimelist.net/anime/24845
Nyani ga Nyandaa Nyandaa Kamen no Koutsuu Anzen                                                      - 3.50  - 1 episode(s)       - 13 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35160
Nyani ga Nyandaa Nyandaa Kamen no Yuukai Boushi: Miiko-chan Chanto Check!!                           - N/A   - 1 episode(s)       - 11 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/36274
Nyanpara no Nakama-tachi                                                                             - 1.00  - 1 episode(s)       - 12 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/36312
Nyanpuku Nyaruma                                                                                     - 3.56  - Unknown episode(s) - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/24403
Nyanta no wo Tanjoubi wa Kaji Sawagi!                                                                - 4.33  - 1 episode(s)       - 11 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35148
Nyuru Nyuru!! Kakusen-kun 2nd Season                                                                 - 5.33  - 13 episode(s)      - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/30144
Obake no Dokurou                                                                                     - 5.47  - 1 episode(s)       - 11 min.               - Kids, Supernatural                                                                                                                                             - https://myanimelist.net/anime/30324
Oban Star-Racers                                                                                     - 7.52  - 26 episode(s)      - 25 min. per ep.       - Adventure, Mecha, Sci-Fi, Shounen                                                                                                                              - https://myanimelist.net/anime/1212
Ocha-ken: Ryokutto Monogatari                                                                        - 8.00  - 13 episode(s)      - 3 min. per ep.        - Slice of Life, Kids                                                                                                                                            - https://myanimelist.net/anime/34363
Off Stage                                                                                            - 2.63  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35783
Oh Yoko!                                                                                             - 4.31  - 1 episode(s)       - 4 min.                - Romance, Dementia, Music                                                                                                                                       - https://myanimelist.net/anime/29615
Oh! 96-kku                                                                                           - 4.19  - 1 episode(s)       - 57 sec.               - Music, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/35980
Oh! Super Milk-chan Special                                                                          - 6.25  - 1 episode(s)       - 21 min.               - Action, Sci-Fi, Comedy, Parody                                                                                                                                 - https://myanimelist.net/anime/18815
Oh! Super Milk-chan                                                                                  - 6.06  - 12 episode(s)      - 21 min. per ep.       - Action, Parody, Comedy, Sci-Fi                                                                                                                                 - https://myanimelist.net/anime/1769
Ohayou! Kokekkou-san                                                                                 - 6.00  - 50 episode(s)      - 3 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/34234
Ohi-sama to Kaeru                                                                                    - 4.23  - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/6828
Oidon to                                                                                             - 3.25  - Unknown episode(s) - 5 min.                - Sports, Kids                                                                                                                                                   - https://myanimelist.net/anime/35698
Oira no Hijouji                                                                                      - 5.36  - 1 episode(s)       - 11 min.               - Demons, Historical, Military                                                                                                                                   - https://myanimelist.net/anime/35394
Oira no Ski                                                                                          - 5.17  - 1 episode(s)       - 6 min.                - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/23759
Oira no Yakyuu                                                                                       - 5.40  - 1 episode(s)       - 9 min.                - Sports                                                                                                                                                         - https://myanimelist.net/anime/5826
Oishi-sa Hajikeru! One Piece                                                                         - 6.21  - Unknown episode(s) - 15 sec.               - Music                                                                                                                                                          - https://myanimelist.net/anime/34165
Ojamajo Doremi Sharp                                                                                 - 7.34  - 49 episode(s)      - 24 min. per ep.       - Comedy, Magic, Shoujo                                                                                                                                          - https://myanimelist.net/anime/351
Ojamajo Doremi                                                                                       - 7.20  - 51 episode(s)      - 24 min. per ep.       - Comedy, Magic                                                                                                                                                  - https://myanimelist.net/anime/350
Ojarumaru                                                                                            - 6.40  - Unknown episode(s) - 10 min.               - Adventure, Comedy, Kids, Fantasy                                                                                                                               - https://myanimelist.net/anime/4459
Ojiichan ga Kaizoku Datta Koro                                                                       - 5.43  - 1 episode(s)       - 3 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/13091
Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!                                         - 5.58  - 1 episode(s)       - 10 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/31971
Ojousama Sousamou                                                                                    - 5.06  - 1 episode(s)       - 30 min.               - Action, Comedy, Mystery, Police                                                                                                                                - https://myanimelist.net/anime/2057
Okaasan ni Naisho                                                                                    - 4.09  - 1 episode(s)       - 3 min.                - Comedy, Ecchi                                                                                                                                                  - https://myanimelist.net/anime/31685
Okaasan no Kao                                                                                       - 3.73  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35668
Okawari-Boy Starzan-S                                                                                - 6.81  - 34 episode(s)      - 25 min. per ep.       - Action, Sci-Fi, Adventure                                                                                                                                      - https://myanimelist.net/anime/8799
Okome Kakurenbo                                                                                      - 3.75  - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/37066
Okon Joururi                                                                                         - 5.97  - 1 episode(s)       - 25 min.               - Fantasy, Historical, Drama                                                                                                                                     - https://myanimelist.net/anime/4220
Okusama wa Mahou Shoujo                                                                              - 6.39  - 13 episode(s)      - 24 min. per ep.       - Magic, Romance                                                                                                                                                 - https://myanimelist.net/anime/614
Okusama wa Mahoutsukai                                                                               - 5.90  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/2957
Okusama wa Michael                                                                                   - 6.21  - 2 episode(s)       - 25 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/13379
Omakase! Miracle Cat-dan                                                                             - 5.64  - 32 episode(s)      - 10 min. per ep.       - Comedy, Kids, Super Power                                                                                                                                      - https://myanimelist.net/anime/29846
Omoi Au Christmas 2011                                                                               - 3.80  - 3 episode(s)       - 40 sec. per ep.       - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/33888
Omoi no Kakera                                                                                       - 6.63  - 1 episode(s)       - 24 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/32190
Ona x2                                                                                               - 5.55  - 1 episode(s)       - 15 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/10424
Onara Gorou                                                                                          - 5.62  - 13 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/33274
Onbu Obake                                                                                           - 5.47  - 1 episode(s)       - 25 min.               - Supernatural                                                                                                                                                   - https://myanimelist.net/anime/7531
One More Time, One More Chance                                                                       - 7.56  - 1 episode(s)       - 5 min.                - Slice of Life, Romance, Music, Drama                                                                                                                           - https://myanimelist.net/anime/22539
One Nyan Monogatari                                                                                  - 3.80  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36393
One Off                                                                                              - 6.48  - 4 episode(s)       - 15 min. per ep.       - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/13283
One Room 2nd Season                                                                                  - N/A   - Unknown episode(s) - 4 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/36431
One Room Special                                                                                     - 5.40  - 1 episode(s)       - 4 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/34733
One Room                                                                                             - 5.65  - 12 episode(s)      - 4 min. per ep.        - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/34392
Onegai☆Teacher: Himitsu na Futari                                                                    - 7.40  - 1 episode(s)       - 21 min.               - Comedy, Ecchi, Romance, Sci-Fi                                                                                                                                 - https://myanimelist.net/anime/443
Onegai☆Teacher: Marie, Ai no Gekijou                                                                 - 6.89  - 1 episode(s)       - 3 min.                - Comedy, Romance, Drama, Sci-Fi                                                                                                                                 - https://myanimelist.net/anime/7474
Onegai☆Teacher: Reminiscence Disc                                                                    - 6.92  - 1 episode(s)       - 57 min.               - Comedy, Romance, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/14685
Onegai☆Teacher                                                                                       - 7.31  - 12 episode(s)      - 23 min. per ep.       - Sci-Fi, Comedy, Drama, Romance, School                                                                                                                         - https://myanimelist.net/anime/195
Onegai☆Twins: Natsu wa Owaranai                                                                      - 7.12  - 1 episode(s)       - 25 min.               - Comedy, Drama, Romance                                                                                                                                         - https://myanimelist.net/anime/524
Onegai☆Twins                                                                                         - 7.00  - 12 episode(s)      - 25 min. per ep.       - Comedy, Drama, Harem, School, Sci-Fi                                                                                                                           - https://myanimelist.net/anime/196
Oni-Tensei                                                                                           - 6.36  - 4 episode(s)       - 30 min. per ep.       - Hentai, Horror, Supernatural                                                                                                                                   - https://myanimelist.net/anime/3427
Oni                                                                                                  - 6.28  - 1 episode(s)       - 7 min.                - Demons, Historical, Supernatural                                                                                                                               - https://myanimelist.net/anime/7171
Onigakure Yama no Soba no Hana                                                                       - 5.47  - 1 episode(s)       - 23 min.               - Kids, Demons, Historical                                                                                                                                       - https://myanimelist.net/anime/29795
Onigamiden                                                                                           - 6.61  - 1 episode(s)       - 1 hr. 38 min.         - Action, Demons, Supernatural                                                                                                                                   - https://myanimelist.net/anime/8487
Oniichan Zurui                                                                                       - 3.00  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36300
Oniichan ni Natchatta                                                                                - 2.71  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36299
Oniku Daisuki! Zeushi-kun 2nd Season                                                                 - 5.07  - 6 episode(s)       - 2 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/28185
Oniku Daisuki! Zeushi-kun: Suteki na Hamburger                                                       - 4.25  - 1 episode(s)       - 4 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/32666
Oniku Daisuki! Zeushi-kun                                                                            - 5.62  - 12 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/22541
Onizushi                                                                                             - 5.70  - 3 episode(s)       - 4 min. per ep.        - Comedy, Demons                                                                                                                                                 - https://myanimelist.net/anime/33213
Onmyouji Ayakashi no Megami: Inran Jubaku                                                            - 6.03  - 2 episode(s)       - 30 min. per ep.       - Hentai, Yuri                                                                                                                                                   - https://myanimelist.net/anime/7264
Onmyouji: Youen Emaki                                                                                - 5.79  - 2 episode(s)       - 30 min. per ep.       - Hentai, Demons                                                                                                                                                 - https://myanimelist.net/anime/5049
Onpu                                                                                                 - 4.57  - 1 episode(s)       - 18 min.               - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/32225
Ooatari Sora no Entaku                                                                               - 5.17  - 1 episode(s)       - 10 min.               - Comedy                                                                                                                                                         - https://myanimelist.net/anime/4392
Ooedo Forty Eight                                                                                    - 5.91  - 3 episode(s)       - 30 min. per ep.       - Hentai, Historical                                                                                                                                             - https://myanimelist.net/anime/5439
Ookami Heart                                                                                         - 6.37  - 2 episode(s)       - 3 min. per ep.        - Music                                                                                                                                                          - https://myanimelist.net/anime/35778
Ookami Kodomo no Ame to Yuki                                                                         - 8.78  - 1 episode(s)       - 1 hr. 57 min.         - Slice of Life, Fantasy                                                                                                                                         - https://myanimelist.net/anime/12355
Orchestra                                                                                            - 5.18  - 1 episode(s)       - 6 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/29946
Ore to Issho ni Training                                                                             - 2.50  - 1 episode(s)       - 22 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/35563
Oretacha Youkai Ningen                                                                               - 4.00  - Unknown episode(s) - 2 min.                - Parody, Horror, Demons                                                                                                                                         - https://myanimelist.net/anime/36135
Origami of Landscape                                                                                 - 4.18  - 1 episode(s)       - 44 sec.               -                                                                                                                                                                - https://myanimelist.net/anime/34633
Oroka                                                                                                - 6.18  - 1 episode(s)       - 15 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/34112
Osakini Douzo Arigatou                                                                               - N/A   - 1 episode(s)       - 14 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35175
Osamishi Tani no Wakare Uta                                                                          - 5.27  - 1 episode(s)       - 3 min.                - Music, Historical                                                                                                                                              - https://myanimelist.net/anime/30065
Osananajimi to Doukyuusei                                                                            - 5.97  - 2 episode(s)       - 30 min. per ep.       - Hentai, School                                                                                                                                                 - https://myanimelist.net/anime/5109
Osaru no Kantai                                                                                      - 4.49  - 1 episode(s)       - 1 min.                - Military, Music                                                                                                                                                - https://myanimelist.net/anime/4396
Osaru no Sankichi: Boukuusen                                                                         - 4.40  - 1 episode(s)       - 3 min.                - Military                                                                                                                                                       - https://myanimelist.net/anime/6844
Osaru no Sankichi: Totsugeki-tai                                                                     - 4.56  - 1 episode(s)       - 2 min.                - Military                                                                                                                                                       - https://myanimelist.net/anime/4397
Osaru no Tairyou                                                                                     - 5.39  - 1 episode(s)       - 9 min.                - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/23267
Osekisho                                                                                             - 4.27  - 1 episode(s)       - 8 min.                - Kids                                                                                                                                                           - https://myanimelist.net/anime/35390
