Title                                                                                                - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                                      - Link
Kamiusagi Rope Movie Episode 0                                                                       - 4.72  - 2012    - 1 episode(s)       - 2 min.                - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/13823
Kamiusagi Rope Specials                                                                              - 4.78  - 2011    - 2 episode(s)       - 2 min. per ep.        - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/30148
Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?                                          - 5.18  - 2012    - 1 episode(s)       - 1 hr. 25 min.         - Adventure, Comedy, Slice of Life                                                                                              - https://myanimelist.net/anime/13821
Kamiusagi Rope x Panasonic Collaboration                                                             - 5.31  - 2012    - 1 episode(s)       - 2 min.                - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/13827
Kamiusagi Rope x ROPÉ Sisters                                                                        - 3.89  - 2017    - Unknown episode(s) - 1 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/35283
Kamiusagi Rope x TOHO Cinemas (Movies)                                                               - 4.40  - 2014    - Unknown episode(s) - 2 min.                - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/35312
Kamiusagi Rope x TOHO Cinemas                                                                        - 4.80  - 2009    - Unknown episode(s) - 1 min.                - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/35311
Kamiusagi Rope x Tokyo Gas                                                                           - 4.77  - 2013    - 2 episode(s)       - 2 min. per ep.        - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/35305
Kamiusagi Rope x au Collaboration                                                                    - 4.93  - 2012    - 6 episode(s)       - 2 min. per ep.        - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/13825
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?                                         - 5.60  - 2012    - Unknown episode(s) - 2 min.                - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/30151
Kamiusagi Rope                                                                                       - 5.61  - 2009    - 14 episode(s)      - 2 min. per ep.        - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/13817
Kamiwaza Wanda                                                                                       - 5.50  - 2016    - 47 episode(s)      - 24 min. per ep.       - Sci-Fi, Kids                                                                                                                  - https://myanimelist.net/anime/32568
Kana Kana Kazoku: Rika in Wonderland                                                                 - 4.48  - 2014    - 1 episode(s)       - 4 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/31603
Kana Kana Kazoku                                                                                     - 4.93  - 2014    - Unknown episode(s) - 2 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/24977
Kana Kana ka na                                                                                      - 4.43  - 1978    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36294
Kanadian Families: Episode Zero                                                                      - 5.96  - 2015    - 1 episode(s)       - 17 min.               - Slice of Life, Comedy                                                                                                         - https://myanimelist.net/anime/30743
Kangaeru Renshuu                                                                                     - 4.22  - 2003    - 1 episode(s)       - 4 min.                - Kids                                                                                                                          - https://myanimelist.net/anime/23055
Kangaroo no Tanjoubi                                                                                 - 5.35  - 1941    - 1 episode(s)       - 9 min.                - Adventure                                                                                                                     - https://myanimelist.net/anime/6843
Kanojo ga Kanji wo Suki na Riyuu.                                                                    - 5.49  - 2015    - 2 episode(s)       - 2 min. per ep.        - School, Slice of Life                                                                                                         - https://myanimelist.net/anime/31618
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu                        - 3.55  - 1975    - 1 episode(s)       - 3 min.                - Dementia, Music                                                                                                               - https://myanimelist.net/anime/22255
Kanojo to Kanojo no Neko: Everything Flows                                                           - 7.77  - 2016    - 4 episode(s)       - 7 min. per ep.        - Slice of Life, Psychological, Romance                                                                                         - https://myanimelist.net/anime/32491
Kanojo to Kanojo no Neko                                                                             - 7.44  - 2002    - 1 episode(s)       - 4 min.                - Drama, Psychological, Romance, Slice of Life                                                                                  - https://myanimelist.net/anime/1004
Kappa Kawatarou                                                                                      - 4.59  - 1954    - 1 episode(s)       - 18 min.               - Kids, Supernatural                                                                                                            - https://myanimelist.net/anime/23639
Kappa no Coo to Natsuyasumi                                                                          - 7.61  - 2007    - 1 episode(s)       - 2 hr. 21 min.         - Adventure, Shounen                                                                                                            - https://myanimelist.net/anime/2848
Karakuri Kengou Den Musashi Lord                                                                     - 6.09  - 1990    - 50 episode(s)      - 30 min. per ep.       - Action, Adventure, Mecha                                                                                                      - https://myanimelist.net/anime/8065
Karakuri Kiden: Hiwou Senki                                                                          - 6.67  - 2000    - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Mecha, Historical                                                                                          - https://myanimelist.net/anime/3935
Karas                                                                                                - 7.50  - 2005    - 6 episode(s)       - 30 min. per ep.       - Action, Sci-Fi, Super Power, Fantasy                                                                                          - https://myanimelist.net/anime/389
Karen Senki                                                                                          - 5.83  - 2014    - 11 episode(s)      - 11 min. per ep.       - Action, Sci-Fi                                                                                                                - https://myanimelist.net/anime/27503
Kareshi wa Hammerhead Shark                                                                          - 3.58  - 2015    - Unknown episode(s) - 1 min.                - Slice of Life, Comedy, Kids                                                                                                   - https://myanimelist.net/anime/29361
Karl to Fushigi na Tou                                                                               - 4.82  - 2010    - 26 episode(s)      - 25 min. per ep.       - Adventure, Mystery, Kids, Fantasy                                                                                             - https://myanimelist.net/anime/9371
Karugamo Oyako no Koutsuu Anzen                                                                      - 7.25  - Unknown - 1 episode(s)       - 13 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35168
Kasei Yakyoku                                                                                        - 6.78  - 1989    - 4 episode(s)       - 30 min. per ep.       - Historical, Drama, Romance                                                                                                    - https://myanimelist.net/anime/4485
Kashikokimono                                                                                        - 4.70  - 2004    - 1 episode(s)       - 9 min.                - Music                                                                                                                         - https://myanimelist.net/anime/31926
Kataribe Shoujo Honoka                                                                               - 5.54  - 2015    - 1 episode(s)       - 10 min.               - Slice of Life, Supernatural                                                                                                   - https://myanimelist.net/anime/31377
Katasumi no Uroko                                                                                    - 6.61  - 2016    - 1 episode(s)       - 9 min.                - Adventure, Drama, Fantasy                                                                                                     - https://myanimelist.net/anime/36368
Katekyo Hitman Reborn! x ēlDLIVE Special                                                             - 6.90  - 2016    - 1 episode(s)       - 2 min.                - Super Power, Shounen                                                                                                          - https://myanimelist.net/anime/33740
Katsudou Shashin                                                                                     - 5.45  - Unknown - 1 episode(s)       - 3 sec.                -                                                                                                                               - https://myanimelist.net/anime/33187
Katsugeki Shoujo Tanteidan                                                                           - 5.08  - 1986    - 1 episode(s)       - 26 min.               - Action, Comedy, School                                                                                                        - https://myanimelist.net/anime/9491
Katsura Hime                                                                                         - 5.62  - 1937    - 1 episode(s)       - 2 min.                - Action, Comedy                                                                                                                - https://myanimelist.net/anime/28419
Kaumori                                                                                              - 5.56  - 1930    - 1 episode(s)       - 10 min.               - Drama, Samurai                                                                                                                - https://myanimelist.net/anime/5631
Kawa wa Dare no Mono?                                                                                - 4.76  - 1995    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36403
Kawaijuku Manavis CM                                                                                 - 3.45  - 2016    - 1 episode(s)       - 30 sec.               - Slice of Life                                                                                                                 - https://myanimelist.net/anime/34708
Kawawawawawada                                                                                       - 3.68  - 2016    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36678
Kayoe! Chuugaku                                                                                      - 5.56  - 2011    - 431 episode(s)     - 1 min. per ep.        - Comedy, School                                                                                                                - https://myanimelist.net/anime/10797
Kaze no Invitation                                                                                   - 5.31  - 1999    - 1 episode(s)       - 2 min.                - Magic, Music                                                                                                                  - https://myanimelist.net/anime/23157
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan                                                      - 4.39  - 2001    - 1 episode(s)       - 3 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/29989
Kaze no Matasaburou (Movie)                                                                          - 6.18  - 2016    - 1 episode(s)       - 22 min.               - Supernatural, Fantasy                                                                                                         - https://myanimelist.net/anime/30922
Kaze no Youjinbou                                                                                    - 7.24  - 2001    - 25 episode(s)      - 23 min. per ep.       - Action, Drama, Mystery, Shounen                                                                                               - https://myanimelist.net/anime/1145
Kazemakase Tsukikage Ran                                                                             - 7.17  - 2000    - 13 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Historical, Martial Arts, Samurai                                                                          - https://myanimelist.net/anime/606
Keifuku-san                                                                                          - 6.07  - 2017    - 1 episode(s)       - 5 min.                - Fantasy                                                                                                                       - https://myanimelist.net/anime/36156
Keito no Yousei: Knit to Wool                                                                        - 3.00  - 2015    - Unknown episode(s) - 5 min.                - Fantasy, Kids                                                                                                                 - https://myanimelist.net/anime/35695
Kekkaku Yobou                                                                                        - 4.91  - 1933    - 1 episode(s)       - 29 min.               - Drama, Historical                                                                                                             - https://myanimelist.net/anime/35387
Kekkero Ke                                                                                           - 4.67  - 2018    - Unknown episode(s) - 5 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/37359
Kekkon Soudan Sho                                                                                    - 4.24  - 1995    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/34685
Kekkon wo Iwau Usagi to Tora                                                                         - 3.73  - 2016    - 1 episode(s)       - 3 min.                - Comedy, Parody                                                                                                                - https://myanimelist.net/anime/34919
Kekkonshiki no Tori Movie                                                                            - 3.55  - 2010    - 1 episode(s)       - 1 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36679
Kemeko no Love                                                                                       - 4.36  - 1968    - 1 episode(s)       - 3 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/7030
Kemonozume                                                                                           - 7.51  - 2006    - 13 episode(s)      - 23 min. per ep.       - Action, Horror, Demons, Supernatural, Romance                                                                                 - https://myanimelist.net/anime/1454
Kemurigusa Monogatari                                                                                - 5.31  - 1926    - 1 episode(s)       - 3 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/28691
Kemurikusa (ONA)                                                                                     - N/A   - 2012    - 2 episode(s)       - 14 min. per ep.       - Action, Adventure, Sci-Fi                                                                                                     - https://myanimelist.net/anime/37311
Kemurikusa                                                                                           - N/A   - Unknown - Unknown episode(s) - Unknown               - Fantasy, Sci-Fi                                                                                                               - https://myanimelist.net/anime/37302
Kemushi no Boro                                                                                      - 6.07  - 2018    - 1 episode(s)       - 14 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/32133
Kemy Lang Buka Chaka                                                                                 - 3.80  - 2009    - 156 episode(s)     - 9 min. per ep.        - Adventure, Kids                                                                                                               - https://myanimelist.net/anime/34665
Kemy Tamheomdae                                                                                      - 4.00  - 2016    - 26 episode(s)      - 23 min. per ep.       - Adventure, Kids                                                                                                               - https://myanimelist.net/anime/34667
Kemy                                                                                                 - 5.00  - 2011    - 52 episode(s)      - 11 min. per ep.       - Kids                                                                                                                          - https://myanimelist.net/anime/34666
Ken-chan to Bouen Kazoku                                                                             - 5.50  - 1991    - 1 episode(s)       - 18 min.               - Kids, Drama                                                                                                                   - https://myanimelist.net/anime/35243
Kenju Giga                                                                                           - 4.99  - 1970    - 1 episode(s)       - 8 min.                - Parody, Psychological                                                                                                         - https://myanimelist.net/anime/7259
Kenran Butou Sai: The Mars Daybreak                                                                  - 7.24  - 2004    - 26 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen                                                                  - https://myanimelist.net/anime/1086
Kensaku to Enjin no ABC Days                                                                         - 4.77  - 2017    - 26 episode(s)      - 38 sec. per ep.       - Kids                                                                                                                          - https://myanimelist.net/anime/37017
Kenta to Nyanta no Kuruma Daisuki!                                                                   - 2.00  - 2009    - 1 episode(s)       - 15 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35163
Kerakera                                                                                             - 2.82  - 2011    - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                   - https://myanimelist.net/anime/37461
Kerorinpasu                                                                                          - 4.57  - 2011    - 1 episode(s)       - 1 min.                - Music                                                                                                                         - https://myanimelist.net/anime/32293
Key the Metal Idol                                                                                   - 7.05  - 1994    - 15 episode(s)      - 34 min. per ep.       - Action, Sci-Fi, Music, Drama, Mecha                                                                                           - https://myanimelist.net/anime/1457
Ki Renka                                                                                             - 4.20  - 1971    - 1 episode(s)       - 4 min.                - Demons, Drama                                                                                                                 - https://myanimelist.net/anime/29679
Ki de Tsukurou                                                                                       - 4.38  - 2013    - 1 episode(s)       - 1 min.                - Slice of Life                                                                                                                 - https://myanimelist.net/anime/36584
Ki wo Tsukeyou: Douro wa Kiken ga Ippai!                                                             - 5.50  - Unknown - 1 episode(s)       - 15 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35272
Kiba                                                                                                 - 7.40  - 2006    - 51 episode(s)      - 24 min. per ep.       - Adventure, Fantasy, Shounen                                                                                                   - https://myanimelist.net/anime/845
Kichiku: Haha Shimai Choukyou Nikki                                                                  - 6.87  - 2013    - 3 episode(s)       - 23 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/21349
Kiddy GiRL-AND Pilot                                                                                 - 6.83  - 2007    - 1 episode(s)       - 6 min.                - Action, Super Power, Sci-Fi                                                                                                   - https://myanimelist.net/anime/5859
Kiddy GiRL-AND                                                                                       - 6.94  - 2009    - 24 episode(s)      - 25 min. per ep.       - Action, Comedy, Sci-Fi, Super Power                                                                                           - https://myanimelist.net/anime/3349
Kiddy Grade: Ignition                                                                                - 7.13  - 2007    - 1 episode(s)       - 1 hr. 24 min.         - Action, Mecha, Sci-Fi, Super Power                                                                                            - https://myanimelist.net/anime/2176
Kiddy Grade: Maelstrom                                                                               - 7.25  - 2007    - 1 episode(s)       - 1 hr. 35 min.         - Action, Mecha, Sci-Fi, Super Power                                                                                            - https://myanimelist.net/anime/3222
Kiddy Grade: Truth Dawn                                                                              - 7.25  - 2007    - 1 episode(s)       - 1 hr. 30 min.         - Action, Mecha, Sci-Fi, Super Power                                                                                            - https://myanimelist.net/anime/3223
Kiddy Grade                                                                                          - 7.28  - 2002    - 24 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Super Power, Ecchi, Mecha                                                                                     - https://myanimelist.net/anime/274
Kidou Keisatsu Patlabor 2 the Movie                                                                  - 7.85  - 1993    - 1 episode(s)       - 1 hr. 48 min.         - Sci-Fi, Mystery, Police, Drama, Mecha                                                                                         - https://myanimelist.net/anime/1096
Kidou Keisatsu Patlabor the Movie                                                                    - 7.57  - 1989    - 1 episode(s)       - 1 hr. 39 min.         - Military, Police, Drama, Mecha                                                                                                - https://myanimelist.net/anime/1095
Kidou Keisatsu Patlabor: New OVA                                                                     - 7.55  - 1990    - 16 episode(s)      - 25 min. per ep.       - Sci-Fi, Comedy, Police, Mecha                                                                                                 - https://myanimelist.net/anime/1289
Kidou Keisatsu Patlabor: On Television                                                               - 7.77  - 1989    - 47 episode(s)      - 25 min. per ep.       - Sci-Fi, Comedy, Police, Mecha                                                                                                 - https://myanimelist.net/anime/324
Kidou Keisatsu Patlabor: Reboot                                                                      - 6.73  - 2016    - 1 episode(s)       - 7 min.                - Sci-Fi, Comedy, Police, Mecha                                                                                                 - https://myanimelist.net/anime/33741
Kidou Keisatsu Patlabor                                                                              - 7.44  - 1988    - 7 episode(s)       - 30 min. per ep.       - Sci-Fi, Comedy, Police, Mecha                                                                                                 - https://myanimelist.net/anime/1288
Kidou Senkan Nadesico: The Prince of Darkness                                                        - 6.86  - 1998    - 1 episode(s)       - 1 hr. 19 min.         - Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space                                                           - https://myanimelist.net/anime/219
Kidou Senkan Nadesico                                                                                - 7.59  - 1996    - 26 episode(s)      - 23 min. per ep.       - Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space                                                      - https://myanimelist.net/anime/218
Kidou Shin Seiki Gundam X                                                                            - 7.38  - 1996    - 39 episode(s)      - 24 min. per ep.       - Sci-Fi, Adventure, Space, Drama, Mecha                                                                                        - https://myanimelist.net/anime/92
Kiekaketa Monogataritachi no Tame ni                                                                 - 5.08  - 1994    - 1 episode(s)       - 9 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/7843
Kikou Kai Galient                                                                                    - 6.64  - 1984    - 25 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Fantasy, Mecha                                                                                                - https://myanimelist.net/anime/5153
Kikou Senki Dragonar                                                                                 - 6.81  - 1987    - 48 episode(s)      - 24 min. per ep.       - Sci-Fi, Adventure, Space, Mecha                                                                                               - https://myanimelist.net/anime/865
Kikou Sennyo Rouran                                                                                  - 5.97  - 2002    - 28 episode(s)      - 12 min. per ep.       - Action, Fantasy, Mecha                                                                                                        - https://myanimelist.net/anime/1947
Kikou Souseiki Mospeada                                                                              - 7.21  - 1983    - 25 episode(s)      - 23 min. per ep.       - Action, Mecha, Military                                                                                                       - https://myanimelist.net/anime/3670
Kikumana                                                                                             - 5.95  - 2001    - 1 episode(s)       - 6 min.                - Dementia, Psychological                                                                                                       - https://myanimelist.net/anime/4460
Kill la Kill Specials                                                                                - 7.80  - 2014    - 2 episode(s)       - 18 min. per ep.       - Action, Comedy, Super Power, School                                                                                           - https://myanimelist.net/anime/21659
Kill la Kill                                                                                         - 8.19  - 2013    - 24 episode(s)      - 24 min. per ep.       - Action, Comedy, Super Power, Ecchi, School                                                                                    - https://myanimelist.net/anime/18679
Kimari no Nai Kuni                                                                                   - 1.00  - 2001    - 1 episode(s)       - 16 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/36323
Kimi dake no Boku de Iru kara                                                                        - 6.17  - 2016    - 1 episode(s)       - 5 min.                - Music                                                                                                                         - https://myanimelist.net/anime/34366
Kimi ni Maji Kyun!                                                                                   - 6.73  - 2016    - 1 episode(s)       - 6 min.                - Magic, Music, Romance, School                                                                                                 - https://myanimelist.net/anime/32202
Kimi no Koe wo Todoketai                                                                             - 7.38  - 2017    - 1 episode(s)       - 1 hr. 34 min.         - Drama                                                                                                                         - https://myanimelist.net/anime/33218
Kimi no Na wa.                                                                                       - 9.19  - 2016    - 1 episode(s)       - 1 hr. 46 min.         - Supernatural, Drama, Romance, School                                                                                          - https://myanimelist.net/anime/32281
Kimi no Sumu Machi                                                                                   - 6.03  - 2015    - 1 episode(s)       - 2 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/32065
Kimi to no Tadashii Yakusoku (2007)                                                                  - 4.80  - 2007    - 3 episode(s)       - 2 min. per ep.        - Sports                                                                                                                        - https://myanimelist.net/anime/34695
Kimi to no Tadashii Yakusoku                                                                         - 4.73  - 2007    - 3 episode(s)       - 2 min. per ep.        - Sports                                                                                                                        - https://myanimelist.net/anime/34694
Kimitachi wa Dou Ikiru ka                                                                            - N/A   - Unknown - 1 episode(s)       - Unknown               - Drama                                                                                                                         - https://myanimelist.net/anime/36699
Kimoshiba 2                                                                                          - 6.33  - 2017    - 13 episode(s)      - 1 min. per ep.        - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/36003
Kimoshiba                                                                                            - 5.83  - 2016    - 13 episode(s)      - 1 min. per ep.        - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/34233
Kindan no Mokushiroku: Crystal Triangle                                                              - 4.63  - 1987    - 1 episode(s)       - 1 hr. 26 min.         - Adventure, Military, Demons, Mystery                                                                                          - https://myanimelist.net/anime/2972
King of Prism by Pretty Rhythm Short Anime                                                           - 6.50  - 2016    - 1 episode(s)       - 19 min.               - Music, Comedy, Fantasy                                                                                                        - https://myanimelist.net/anime/32989
King of Prism by Pretty Rhythm                                                                       - 6.25  - 2016    - 1 episode(s)       - 59 min.               - Music, Sports, Shoujo                                                                                                         - https://myanimelist.net/anime/31762
King of Prism: Pride the Hero                                                                        - 6.99  - 2017    - 1 episode(s)       - Unknown               - Music, Sports, Shoujo                                                                                                         - https://myanimelist.net/anime/34032
Kinkyuu Hasshin Saver Kids                                                                           - 6.47  - 1991    - 50 episode(s)      - 25 min. per ep.       - Action, Sci-Fi, Adventure, Comedy, Mecha                                                                                      - https://myanimelist.net/anime/4504
Kino                                                                                                 - 5.26  - 2013    - 2 episode(s)       - 2 min. per ep.        - Slice of Life                                                                                                                 - https://myanimelist.net/anime/35981
Kintarou Taiiku Nikki                                                                                - 4.81  - 1940    - 1 episode(s)       - 9 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/7501
Kintarou no Koutsuu Anzen                                                                            - 6.00  - Unknown - 1 episode(s)       - 13 min.               - Fantasy, Kids                                                                                                                 - https://myanimelist.net/anime/35169
Kintarou                                                                                             - 6.45  - 1918    - 1 episode(s)       - Unknown               - Drama                                                                                                                         - https://myanimelist.net/anime/10759
Kinyoubi no Yakusoku                                                                                 - 5.45  - 2016    - 1 episode(s)       - 3 min.                - Drama                                                                                                                         - https://myanimelist.net/anime/36586
Kirai, Demo, Suki                                                                                    - 5.21  - 2016    - 1 episode(s)       - 15 sec.               - Music, Sci-Fi                                                                                                                 - https://myanimelist.net/anime/33937
Kirakira                                                                                             - 4.61  - 2011    - 1 episode(s)       - 4 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36822
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!                                  - 6.75  - 2017    - 1 episode(s)       - 1 hr. 10 min.         - Fantasy, Magic, Slice of Life                                                                                                 - https://myanimelist.net/anime/35206
Kirakira☆Precure A La Mode                                                                           - 6.94  - 2017    - 49 episode(s)      - 24 min. per ep.       - Action, Fantasy, Magic, Shoujo, Slice of Life                                                                                 - https://myanimelist.net/anime/34290
Kiraware Mono no Rasu                                                                                - 6.25  - 2012    - 1 episode(s)       - Unknown               - Drama, Fantasy                                                                                                                - https://myanimelist.net/anime/34114
Kirin Hyoketsu: Atarashiku Ikou Animation Movie                                                      - 5.24  - 2016    - 1 episode(s)       - 1 min.                - Slice of Life                                                                                                                 - https://myanimelist.net/anime/33770
Kirin the Noop                                                                                       - 5.17  - 2014    - 2 episode(s)       - 5 min. per ep.        - Adventure                                                                                                                     - https://myanimelist.net/anime/35694
Kiseichuu no Ichiya                                                                                  - 5.03  - 1972    - 1 episode(s)       - 9 min.                - Dementia, Horror                                                                                                              - https://myanimelist.net/anime/7025
Kishin Taisen Gigantic Formula                                                                       - 6.94  - 2007    - 26 episode(s)      - 24 min. per ep.       - Mecha, Sci-Fi                                                                                                                 - https://myanimelist.net/anime/2215
Kiss Dum R: Meguriahi                                                                                - 6.34  - 2008    - 1 episode(s)       - 23 min.               - Mecha, Military, Sci-Fi                                                                                                       - https://myanimelist.net/anime/12689
Kiss Dum: Engage Planet                                                                              - 6.72  - 2007    - 26 episode(s)      - 24 min. per ep.       - Mecha, Military, Sci-Fi                                                                                                       - https://myanimelist.net/anime/2106
Kiss Dum: Omokage                                                                                    - 6.19  - 2011    - 1 episode(s)       - 12 min.               - Mecha, Military, Sci-Fi                                                                                                       - https://myanimelist.net/anime/11505
Kisya no hattatsu                                                                                    - N/A   - 1932    - 1 episode(s)       - 14 min.               - Historical, Kids                                                                                                              - https://myanimelist.net/anime/37479
Kite Liberator                                                                                       - 6.45  - 2008    - 1 episode(s)       - 58 min.               - Action, Sci-Fi, Drama                                                                                                         - https://myanimelist.net/anime/3323
Kitsune Tsuki                                                                                        - 6.25  - 2015    - 1 episode(s)       - 7 min.                - Kids, Drama                                                                                                                   - https://myanimelist.net/anime/34840
